id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8399,M,1.4625,1.125,0.325,28.81726675,12.23280925,6.010094,7.37087,9.0
8400,F,1.15,0.9125,0.3125,13.53688625,5.953395,3.04757125,4.252425,12.0
8401,I,1.65,1.3,0.5,42.297454,17.0097,7.7961125,12.3320325,13.0
8402,M,1.5625,1.225,0.4,31.638042,14.27397325,6.293589,9.4970825,11.0
8403,F,0.775,0.5625,0.1875,4.309124,1.74349425,0.94970825,1.26155275,7.0
8404,M,0.925,0.725,0.25,6.30776375,2.31048425,1.48834875,2.1262125,8.0
8405,F,1.5,1.1375,0.375,29.029888,12.31785775,6.50621025,8.788345,11.0
8406,F,1.675,1.3,0.475,38.8671645,14.685041,9.979024,12.2186345,19.0
8407,M,1.7,1.375,0.5,50.6605565,21.0636785,11.5382465,13.04077,11.0
8408,F,1.475,1.1,0.375,24.1821235,11.679994,5.556502,7.83863675,12.0
8409,M,1.5125,1.1875,0.3625,30.71668325,12.587178,6.293589,9.355335,11.0
8410,M,1.475,1.2,0.375,25.741346,11.75086775,4.89028875,7.5126175,9.0
8411,I,1.1,0.8375,0.3125,14.47241975,7.07320025,2.48058125,3.6570855,8.0
8412,F,1.4375,1.1125,0.4125,25.13183175,11.736693,5.40057975,6.0384435,8.0
8413,F,1.2875,0.95,0.3125,17.70426275,8.845044,4.0539785,4.252425,8.0
8414,I,0.65,0.475,0.2375,2.83495,1.09145575,0.55281525,0.850485,6.0
8415,I,1.375,1.125,0.3375,21.9708625,9.525432,4.40834725,6.23689,10.0
8416,I,1.0875,0.8125,0.275,10.886208,6.0951425,2.05533875,3.118445,7.0
8417,I,1.0625,0.7625,0.3,10.7444605,4.592619,2.90582375,2.6932025,13.0
8418,I,1.225,0.9375,0.35,16.782904,6.860579,3.2601925,5.10291,9.0
8419,I,0.8375,0.6875,0.2125,4.9044635,2.4097075,1.077281,1.417475,7.0
8420,F,1.775,1.3375,0.4875,60.0725905,30.37648925,12.94154675,12.757275,12.0
8421,I,0.9875,0.7625,0.225,7.9095105,3.27436725,1.3891255,2.1262125,7.0
8422,I,0.675,0.475,0.125,2.76407625,1.09145575,0.66621325,0.793786,3.0
8423,M,1.1125,0.875,0.2625,12.94154675,5.74077375,2.90582375,3.685435,9.0
8424,F,1.425,1.0875,0.3625,27.91008275,10.87203325,6.22271525,8.788345,15.0
8425,M,1.4625,1.125,0.3625,26.01066625,11.0846545,6.44951125,7.087375,8.0
8426,I,1.2875,0.975,0.3875,18.75319425,7.654365,4.89028875,5.386405,16.0
8427,F,1.4375,1.1625,0.375,29.993771,13.777857,7.314171,8.50485,11.0
8428,I,1.3375,1.0125,0.35,20.638436,9.468733,4.9044635,6.3786375,10.0
8429,M,1.225,0.975,0.3125,15.2236815,7.711064,2.96252275,4.6776675,8.0
8430,I,0.95,0.725,0.25,8.12213175,3.35941575,1.88524175,2.28213475,8.0
8431,M,1.525,1.2375,0.45,34.91240925,15.195332,5.59902625,9.355335,13.0
8432,I,1.1875,0.9875,0.3125,14.968536,7.24329725,2.8066005,4.3941725,7.0
8433,I,1.175,0.925,0.2875,15.09610875,6.3786375,2.50893075,4.15320175,8.0
8434,M,1.425,1.0625,0.425,24.99008425,9.4970825,4.422522,6.9456275,10.0
8435,F,1.75,1.3,0.45,41.4753185,18.69649525,9.8939755,11.1980525,11.0
8436,F,1.5625,1.175,0.425,33.83512825,13.2392165,7.27164675,8.9300925,9.0
8437,M,1.525,1.175,0.525,38.96638775,11.75086775,7.47009325,13.891255,17.0
8438,M,1.5375,1.1875,0.4125,32.034935,12.984071,6.577084,10.77281,14.0
8439,M,1.3375,1.05,0.3375,19.83047525,8.94426725,4.63514325,5.2446575,11.0
8440,I,1.075,0.85,0.275,10.9145575,4.40834725,2.11203775,2.83495,8.0
8441,I,0.6375,0.5375,0.1375,2.83495,1.077281,0.5953395,0.7087375,6.0
8442,F,1.6375,1.325,0.4875,40.14153175,18.01610725,8.34892775,11.509897,11.0
8443,F,1.575,1.2125,0.4,33.622507,14.92601175,7.7394135,8.9867915,10.0
8444,I,0.55,0.4125,0.175,1.31825175,0.4819415,0.340194,0.4252425,4.0
8445,M,1.5375,1.1875,0.35,27.39979175,12.8990225,5.1879585,7.7961125,9.0
8446,F,1.7375,1.3125,0.45,42.921143,21.262125,9.015141,12.757275,11.0
8447,M,1.575,1.175,0.3875,31.808139,14.04717725,7.257472,8.9300925,10.0
8448,M,1.575,1.25,0.425,38.79629075,16.48523425,7.9662095,11.1980525,15.0
8449,F,1.75,1.3375,0.45,52.673371,26.12406425,11.850091,12.03436275,11.0
8450,F,1.375,1.0625,0.4125,25.2594045,7.767763,5.71242425,7.7961125,13.0
8451,F,1.525,1.175,0.4,29.15746075,12.23280925,4.91863825,8.9300925,15.0
8452,M,1.125,0.825,0.2375,11.89261525,6.2652395,2.84912475,2.6932025,7.0
8453,I,0.875,0.65,0.1875,5.386405,2.19708625,0.9922325,1.984465,6.0
8454,M,1.5125,1.1875,0.4,30.220567,11.01378075,6.27941425,9.695529,9.0
8455,M,1.675,1.3125,0.4625,44.79221,18.72484475,10.2908685,12.3320325,13.0
8456,I,1.1,0.8125,0.2875,10.50348975,4.5075705,2.16873675,3.40194,7.0
8457,I,1.1625,0.8875,0.3,15.5071765,6.73300625,4.57844425,3.96893,8.0
8458,F,1.225,0.925,0.325,16.3009625,7.3992195,3.9405805,4.3941725,9.0
8459,F,1.625,1.2875,0.3875,36.55668025,16.96717575,9.412034,8.788345,8.0
8460,F,1.4625,1.15,0.325,27.78251,11.623295,5.1312595,7.030676,13.0
8461,I,1.1,0.8625,0.3,13.96212875,5.76912325,3.01922175,3.5436875,7.0
8462,F,1.475,1.175,0.4375,28.81726675,12.530479,5.68407475,11.1980525,22.0
8463,F,1.6375,1.2875,0.4125,34.3312445,15.52135125,6.917278,10.0640725,12.0
8464,F,1.8875,1.5,0.5125,61.6034635,26.97454925,13.62193475,16.0741665,12.0
8465,M,1.5625,1.2,0.3875,34.8415355,17.973583,7.6827145,9.922325,11.0
8466,M,1.4125,1.125,0.4375,28.98736375,10.87203325,5.2446575,11.90679,17.0
8467,I,1.15,0.875,0.325,13.39513875,6.5487345,2.9766975,3.118445,8.0
8468,F,1.2875,0.975,0.3125,17.22232125,7.5693165,3.572037,5.2446575,8.0
8469,F,1.2625,1.0125,0.3125,16.68368075,6.76135575,3.50116325,5.10291,12.0
8470,F,1.5,1.1875,0.45,29.48348,13.11164375,7.52679225,6.80388,10.0
8471,M,1.4875,1.1625,0.3875,27.03124825,12.28950825,5.9250455,7.8528115,10.0
8472,F,1.55,1.15,0.475,32.16250775,12.757275,7.38504475,9.7805775,13.0
8473,M,1.3,1.0125,0.375,18.71067,7.83863675,4.40834725,6.0951425,11.0
8474,F,1.375,1.0625,0.4125,25.344453,12.82814875,4.89028875,6.520385,8.0
8475,F,1.425,1.1,0.425,25.51455,10.77281,5.14543425,6.7755305,14.0
8476,I,1.05,0.775,0.2875,11.7083435,5.08873525,2.82077525,2.87747425,7.0
8477,F,1.5125,1.1875,0.425,29.313383,13.31009025,5.8116475,7.654365,10.0
8478,I,1.4375,1.125,0.375,23.9553275,10.47514025,4.86193925,6.16601625,9.0
8479,M,1.2625,0.975,0.3125,18.75319425,8.3064035,3.61456125,4.40834725,10.0
8480,M,1.525,1.25,0.3875,31.581343,11.8784405,6.19436575,9.922325,12.0
8481,F,1.4,1.1,0.4125,24.73493875,8.618248,6.98815175,7.654365,13.0
8482,I,1.45,1.1875,0.525,29.63940225,12.3320325,5.896696,10.77281,15.0
8483,M,1.475,1.1625,0.4125,29.45649075,13.154168,6.30776375,8.6465975,9.0
8484,F,1.5375,1.1625,0.475,29.8520235,13.65028425,6.406987,8.50485,11.0
8485,F,1.6375,1.2625,0.4625,38.55532,19.561155,9.9506745,13.60776,10.0
8486,F,1.3125,1.0,0.4125,21.64484325,8.845044,4.06815325,6.520385,17.0
8487,F,1.4625,1.15,0.4375,31.1561005,10.432616,7.257472,10.9145575,16.0
8488,F,1.25,1.0,0.3375,18.01610725,7.86698625,4.43669675,5.5281525,12.0
8489,M,1.6125,1.275,0.4375,36.55668025,14.13222575,7.64019025,11.7650425,13.0
8490,I,1.25,1.0,0.3,15.7906715,7.5693165,2.99087225,4.819415,8.0
8491,F,1.5125,1.175,0.4,29.97959625,12.5588285,6.95980225,8.0796075,11.0
8492,I,1.375,1.0375,0.425,22.0275615,10.02154825,4.12485225,6.690482,8.0
8493,I,0.9375,0.6875,0.2375,6.95980225,2.721552,1.51669825,1.984465,6.0
8494,I,0.5,0.35,0.0875,0.9922325,0.340194,0.1417475,0.24097075,5.0
8495,M,1.4125,1.15,0.3625,26.09571475,11.01378075,6.44951125,7.5126175,10.0
8496,M,1.4375,1.125,0.3875,29.937072,11.94931425,6.8889285,8.91591775,13.0
8497,I,0.9375,0.7125,0.2125,6.2085405,2.73572675,1.48834875,1.871067,7.0
8498,I,1.3375,1.075,0.3375,19.66037825,9.015141,3.75630875,5.6699,8.0
8499,I,0.8625,0.6375,0.225,5.06038575,2.19708625,0.86465975,1.530873,6.0
8500,I,0.925,0.675,0.225,6.13766675,3.18931875,1.06310625,1.984465,8.0
8501,I,0.925,0.675,0.2375,6.066793,2.891649,1.63009625,2.1262125,7.0
8502,F,1.375,1.0875,0.4125,25.50037525,8.9867915,5.1879585,9.7805775,17.0
8503,I,0.5375,0.4125,0.15,1.54504775,0.58116475,0.41106775,0.56699,5.0
8504,F,1.5375,1.1875,0.425,32.0065855,13.11164375,6.64795775,8.9300925,9.0
8505,M,1.45,1.125,0.4625,24.664065,9.808927,5.25883225,7.2291225,10.0
8506,M,1.375,1.0625,0.3875,23.3883375,10.035723,5.99591925,5.386405,13.0
8507,I,0.7375,0.55,0.1875,3.67126025,1.5025235,0.75126175,0.9922325,5.0
8508,M,0.725,0.525,0.1875,4.20990075,1.5025235,0.623689,0.850485,7.0
8509,F,1.15,0.8625,0.2625,11.94931425,5.329706,2.4664065,3.685435,8.0
8510,I,0.6875,0.525,0.15,2.8632995,1.1056305,0.4819415,0.7087375,6.0
8511,M,1.425,1.1125,0.4125,23.54425975,10.41844125,5.3013565,6.87475375,9.0
8512,M,1.45,1.175,0.35,26.3366855,9.128539,5.896696,8.50485,14.0
8513,I,1.0,0.775,0.25,9.8939755,3.69960975,2.05533875,3.118445,9.0
8514,M,1.375,1.075,0.35,23.700182,13.1258185,5.1879585,5.5281525,10.0
8515,F,1.45,1.15,0.3875,27.839209,11.623295,5.726599,7.5126175,15.0
8516,I,1.2625,0.9625,0.3375,16.76872925,6.917278,3.4869885,5.839997,13.0
8517,I,1.1375,0.8625,0.275,15.09610875,6.4920355,2.608154,3.5436875,7.0
8518,I,1.3625,1.025,0.325,19.17843675,7.29999625,5.23048275,6.6621325,13.0
8519,F,1.3125,0.975,0.3125,17.44911725,6.406987,3.4869885,5.5281525,13.0
8520,F,1.4625,1.15,0.35,28.64716975,12.0485375,6.1518415,8.50485,9.0
8521,F,1.5375,1.2125,0.4125,35.98969025,13.79203175,7.98038425,10.77281,11.0
8522,I,1.1,0.875,0.3625,14.798439,5.74077375,3.7704835,4.3941725,16.0
8523,F,1.5875,1.2,0.4125,34.9549335,17.42076775,7.18659825,9.922325,12.0
8524,F,1.475,1.1875,0.4125,32.715323,10.9712565,6.87475375,9.63883,20.0
8525,I,0.9375,0.6875,0.2375,6.81805475,3.345241,1.2757275,1.97029025,8.0
8526,I,1.1625,0.875,0.3,13.437663,5.37223025,3.24601775,3.96893,9.0
8527,I,1.4,1.0625,0.35,22.75047375,9.63883,4.57844425,6.23689,10.0
8528,M,1.3125,1.025,0.3625,17.7751365,7.47009325,4.01145425,5.2446575,9.0
8529,M,1.25,0.95,0.3125,17.7184375,9.6671795,4.53592,4.53592,8.0
8530,M,1.55,1.2125,0.4,33.29648775,11.679994,7.10154975,10.3475675,20.0
8531,M,1.375,1.125,0.375,32.33260475,15.081934,6.98815175,6.3786375,8.0
8532,I,1.1125,0.8875,0.35,12.303683,5.329706,2.8066005,3.685435,8.0
8533,M,1.1625,0.8875,0.2875,14.13222575,6.90310325,2.5798045,3.96893,9.0
8534,M,1.4125,1.1625,0.35,26.932025,11.793392,6.78970525,7.2291225,9.0
8535,M,1.5875,1.2375,0.475,36.627554,16.23008875,8.1363065,10.489315,11.0
8536,I,0.8875,0.65,0.225,5.2446575,2.211261,0.89300925,2.26796,7.0
8537,I,0.975,0.7,0.225,6.30776375,2.83495,1.40330025,2.05533875,8.0
8538,I,1.375,1.1,0.4125,24.9192105,10.78698475,6.3786375,7.5126175,9.0
8539,F,1.6125,1.275,0.5125,39.179009,12.74310025,8.60407325,11.283101,20.0
8540,I,1.375,1.075,0.35,19.3060095,8.66077225,4.97533725,6.23689,10.0
8541,M,1.45,1.125,0.3625,28.02348075,12.26115875,7.52679225,7.37087,9.0
8542,M,1.575,1.225,0.4375,31.3828965,13.31009025,6.98815175,8.788345,9.0
8543,M,1.85,1.425,0.525,63.389482,30.34813975,12.643877,18.66814575,13.0
8544,M,1.575,1.2375,0.4375,32.772022,15.2803805,7.9095105,9.07184,13.0
8545,F,1.65,1.3125,0.5,41.8722115,18.83824275,8.66077225,11.056305,11.0
8546,I,0.9875,0.75,0.225,7.144074,3.005047,1.4458245,2.26796,6.0
8547,F,1.5875,1.3125,0.4375,39.81687275,15.46465225,8.71747125,11.1980525,10.0
8548,F,1.5875,1.3375,0.475,39.2073585,18.9091165,8.278054,11.3398,10.0
8549,I,1.35,1.0625,0.3375,20.3265915,8.46232575,4.195726,5.5281525,12.0
8550,M,1.4,1.175,0.3625,24.67823975,9.2135875,6.2085405,7.087375,12.0
8551,M,1.6125,1.25,0.4375,36.18813675,14.18892475,7.597666,11.623295,13.0
8552,F,1.675,1.275,0.4375,41.4753185,15.5638755,8.85921875,11.12717875,13.0
8553,I,1.2875,0.975,0.2875,18.69649525,8.561549,3.78465825,4.60679375,9.0
8554,M,1.25,1.0125,0.3125,18.71067,8.1930055,3.7704835,5.046211,10.0
8555,F,1.4875,1.1875,0.4,29.9654215,11.04213025,5.71242425,8.788345,21.0
8556,I,0.775,0.5625,0.1875,4.20990075,1.6726205,0.94970825,1.2757275,7.0
8557,M,1.4625,1.1375,0.35,29.0582375,12.34620725,7.10154975,8.3631025,10.0
8558,F,1.2875,1.0,0.3125,18.07280625,7.6260155,4.89028875,5.10291,10.0
8559,I,0.7,0.525,0.15,2.83495,1.09145575,0.58116475,0.850485,5.0
8560,F,1.2625,0.9625,0.3,16.839603,8.32057825,4.53592,5.5281525,14.0
8561,I,0.9875,0.7,0.2875,8.63242275,3.9405805,1.82854275,2.4097075,6.0
8562,I,0.35,0.2625,0.0875,0.49611625,0.1417475,0.09922325,0.1417475,4.0
8563,M,1.45,1.15,0.3875,23.54425975,10.20582,5.23048275,6.0951425,9.0
8564,M,1.7,1.4,0.5125,46.0112385,13.79203175,7.427569,16.44271,21.0
8565,M,1.3625,1.1,0.4,24.28134675,7.55514175,4.86193925,8.3631025,16.0
8566,M,1.35,1.0875,0.4,27.17299575,9.87980075,5.499803,8.50485,15.0
8567,I,0.7,0.5,0.2,3.515338,1.54504775,0.80796075,0.850485,6.0
8568,I,1.175,0.9125,0.325,17.22232125,6.50621025,3.8838815,5.20213325,9.0
8569,I,1.425,1.0875,0.35,25.86891875,11.8217415,4.52174525,6.0384435,9.0
8570,F,1.45,1.15,0.4125,26.2232875,10.489315,6.690482,8.674947,11.0
8571,F,1.525,1.1625,0.4125,29.48348,14.288148,7.41339425,7.087375,11.0
8572,M,1.3125,1.0,0.35,21.4605715,7.2291225,4.762716,7.7961125,15.0
8573,F,1.375,1.0625,0.3625,24.84833675,10.61688775,5.82582225,7.7961125,11.0
8574,I,1.35,1.0375,0.3375,21.72989175,9.63883,4.422522,5.726599,9.0
8575,M,1.2375,0.9625,0.325,16.68368075,7.04485075,4.60679375,4.9611625,8.0
8576,F,1.5125,1.175,0.4375,31.808139,12.79979925,7.427569,8.9300925,12.0
8577,I,1.25,1.05,0.325,19.84465,7.86698625,4.01145425,5.00368675,11.0
8578,I,1.6,1.2875,0.4375,39.22153325,14.89766225,8.7032965,11.4815475,17.0
8579,M,1.5625,1.2375,0.4625,36.3724085,16.62698175,8.74582075,10.0640725,10.0
8580,F,1.675,1.375,0.4875,40.9650275,17.08057375,8.9300925,12.3320325,14.0
8581,M,1.3,0.95,0.325,18.2287285,9.87980075,3.38776525,5.386405,10.0
8582,M,1.625,1.325,0.4875,44.04094825,17.02387475,8.68912175,10.9145575,19.0
8583,I,1.2125,0.925,0.25,14.5999925,6.4920355,2.87747425,4.35164825,8.0
8584,M,1.525,1.2125,0.4,31.2694985,14.9968855,6.90310325,8.788345,11.0
8585,F,1.3875,1.0375,0.3375,22.11261,8.561549,4.7910655,6.690482,20.0
8586,M,1.325,1.025,0.325,21.885814,7.75358825,4.86193925,6.23689,10.0
8587,M,1.525,1.2125,0.4875,29.97959625,12.91319725,6.78970525,10.0640725,13.0
8588,F,1.5,1.2125,0.425,30.71668325,12.51630425,6.5487345,10.0640725,12.0
8589,M,1.625,1.3125,0.475,40.7382315,17.860185,9.015141,11.509897,11.0
8590,F,1.6375,1.3,0.45,40.1145425,17.56251525,8.8166945,11.4815475,13.0
8591,F,1.35,1.075,0.3875,20.638436,9.42620875,4.63514325,5.2446575,13.0
8592,M,1.6,1.35,0.4375,42.354153,15.52135125,8.5898985,11.90679,10.0
8593,I,1.325,1.05,0.35,22.11261,9.31281075,5.273007,7.087375,9.0
8594,I,1.3125,1.0,0.325,18.75319425,8.32057825,4.5642695,5.386405,6.0
8595,I,0.8875,0.6375,0.2,5.7549485,2.721552,1.0489315,1.871067,7.0
8596,M,1.7,1.3125,0.4625,44.43784125,20.97863,10.07824725,10.489315,9.0
8597,F,1.375,1.1125,0.35,24.13959925,11.15552825,5.68407475,6.0951425,8.0
8598,F,1.3625,1.075,0.35,21.27629975,9.2135875,4.479221,6.3786375,9.0
8599,F,1.3125,1.0,0.2875,20.25571775,8.63242275,4.9044635,5.5281525,11.0
8600,F,1.575,1.2375,0.4125,34.5013415,15.0535845,8.60407325,8.278054,9.0
8601,M,1.525,1.1875,0.375,28.2644515,11.4248485,5.74077375,9.922325,19.0
8602,M,1.35,1.0375,0.3625,28.066005,8.6465975,5.54232725,10.0640725,16.0
8603,M,1.125,0.875,0.3375,15.87572,6.56290925,2.9199985,4.9611625,11.0
8604,F,1.3,1.0,0.3125,18.69649525,7.654365,4.37999775,5.8116475,11.0
8605,I,1.1125,0.875,0.275,11.793392,5.1312595,2.84912475,3.685435,6.0
8606,F,1.725,1.325,0.475,47.86813075,24.73493875,11.60912025,13.60776,11.0
8607,M,1.4875,1.125,0.3875,31.31202275,14.72756525,7.10154975,8.0796075,11.0
8608,M,1.65,1.275,0.4375,40.97920225,18.32795175,9.68135425,10.0073735,10.0
8609,F,1.7875,1.375,0.4125,47.18774275,21.262125,8.0229085,12.6155275,11.0
8610,M,1.5125,1.1875,0.3875,29.7386255,13.62193475,7.824462,8.6465975,10.0
8611,I,0.775,0.5875,0.1875,4.2807745,1.814368,0.97805775,1.2757275,6.0
8612,M,1.4375,1.125,0.375,26.09571475,11.12717875,6.67630725,7.49844275,8.0
8613,M,1.575,1.2125,0.4375,33.40988575,14.84096325,7.3992195,10.20582,10.0
8614,M,1.4125,1.075,0.3375,24.777463,11.1413535,5.8116475,6.9456275,8.0
8615,F,1.25,0.9625,0.3125,16.9246515,7.144074,3.98310475,4.819415,8.0
8616,F,1.8375,1.4125,0.475,49.59745025,19.4761065,9.015141,13.60776,10.0
8617,I,1.5375,1.1625,0.375,30.4190135,12.40290625,6.30776375,8.0796075,11.0
8618,I,0.4625,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,5.0
8619,F,1.3375,1.05,0.35,20.42581475,8.94426725,4.52174525,6.23689,20.0
8620,M,1.525,1.25,0.45,32.88542,13.56523575,7.257472,10.489315,11.0
8621,I,1.2125,0.9125,0.3125,12.00601325,6.05261825,2.99087225,3.8271825,8.0
8622,F,1.625,1.3125,0.425,39.405805,18.8524175,7.01650125,10.3475675,11.0
8623,F,1.4375,1.2,0.375,26.138239,10.95708175,6.8889285,7.881161,12.0
8624,F,1.3125,1.0125,0.3625,22.66542525,7.314171,4.97533725,7.93786,14.0
8625,I,1.2875,1.0875,0.4,22.509503,10.81533425,4.082328,6.0951425,9.0
8626,I,0.6375,0.4625,0.1625,2.0128145,0.75126175,0.5386405,0.63786375,5.0
8627,I,0.5375,0.375,0.1375,1.8994165,0.7654365,0.2551455,0.35436875,5.0
8628,I,1.325,1.0,0.35,16.40018575,8.6465975,3.345241,4.53592,8.0
8629,I,0.6,0.4125,0.1125,1.360776,0.5386405,0.340194,0.4252425,6.0
8630,F,1.325,1.0625,0.4125,21.55979475,7.3992195,4.706017,7.2291225,16.0
8631,I,1.2,0.95,0.3875,15.2236815,6.50621025,4.15320175,4.53592,8.0
8632,F,1.025,0.7625,0.2375,7.95203475,2.83495,1.2757275,2.83495,7.0
8633,M,1.5125,1.1875,0.375,28.27862625,12.1052365,6.56290925,8.3631025,9.0
8634,F,1.5625,1.25,0.375,32.16250775,14.911837,7.38504475,8.9300925,10.0
8635,I,1.0625,0.825,0.225,10.3475675,4.66349275,1.80019325,2.9766975,8.0
8636,I,1.3125,1.0,0.3125,18.6256215,8.164656,4.1106775,4.819415,9.0
8637,F,1.5875,1.2625,0.425,36.35823375,14.10387625,8.2497045,10.20582,10.0
8638,M,1.55,1.225,0.3875,29.15746075,12.23280925,7.55514175,8.3631025,9.0
8639,M,1.4875,1.1875,0.375,27.839209,13.154168,6.22271525,8.0796075,10.0
8640,M,1.4125,1.1375,0.4625,26.46425825,11.4815475,5.0745605,8.221355,9.0
8641,I,1.1,0.85,0.2625,12.757275,4.9611625,2.2963095,3.5436875,9.0
8642,I,1.2125,0.8875,0.3125,15.5071765,6.0951425,4.57844425,3.96893,9.0
8643,M,1.5125,1.1875,0.4375,32.601925,15.52135125,6.973977,8.50485,10.0
8644,M,1.275,1.0125,0.3,19.7737763,9.468733,4.649318,5.2446575,12.0
8645,M,1.5125,1.15,0.3875,27.499015,13.5227115,6.10931725,7.654365,10.0
8646,I,0.6625,0.5,0.125,2.76407625,1.13398,0.5953395,0.737087,5.0
8647,F,1.6125,1.2375,0.425,38.838815,15.592225,9.128539,9.63883,9.0
8648,I,1.2125,0.95,0.2625,14.92601175,6.0951425,2.8066005,4.1106775,10.0
8649,M,1.7,1.3125,0.4625,45.5576465,20.25571775,10.13494625,13.324265,14.0
8650,M,1.45,1.125,0.3875,29.880373,10.4609655,5.71242425,10.20582,13.0
8651,M,1.475,1.175,0.375,30.63163475,14.21727425,7.427569,7.087375,9.0
8652,M,1.4125,1.1375,0.325,22.5378525,9.25611175,4.01145425,6.520385,13.0
8653,M,1.1,0.85,0.325,12.99824575,5.6699,2.4664065,3.685435,9.0
8654,F,1.125,0.8375,0.275,12.48795475,5.6982495,2.50893075,3.40194,7.0
8655,F,1.5,1.1875,0.3375,24.28134675,9.241937,5.74077375,7.72523875,9.0
8656,F,1.5,1.25,0.5,30.0221205,12.23280925,6.520385,11.056305,11.0
8657,F,1.275,0.95,0.325,16.45688475,6.917278,3.04757125,5.10291,10.0
8658,F,1.6375,1.275,0.475,38.42774725,15.592225,9.241937,12.0485375,12.0
8659,I,1.375,1.0875,0.35,21.38969775,9.865626,4.422522,6.3219385,9.0
8660,M,1.5125,1.125,0.3375,27.76833525,13.08329425,5.5281525,7.10154975,10.0
8661,I,0.7875,0.55,0.1875,3.67126025,1.28990225,0.9922325,1.13398,6.0
8662,F,1.425,1.1375,0.4,24.16794875,9.128539,5.03203625,6.9456275,14.0
8663,M,1.525,1.2,0.4125,37.0527965,18.12950525,7.89533575,10.0640725,18.0
8664,I,0.975,0.725,0.25,14.44407025,7.257472,2.87747425,3.2601925,7.0
8665,F,1.1875,0.9125,0.3375,16.44271,5.96756975,3.72795925,5.9250455,12.0
8666,F,1.4,1.075,0.35,24.5790165,10.90038275,5.8683465,7.2291225,10.0
8667,I,0.4125,0.3,0.1,0.5953395,0.3118445,0.170097,0.18427175,4.0
8668,F,1.75,1.3625,0.4875,49.25725625,16.40018575,8.561549,20.128145,20.0
8669,I,0.825,0.625,0.175,3.515338,1.31825175,0.8788345,1.2757275,6.0
8670,F,1.6875,1.2625,0.425,40.61065875,20.79435825,8.618248,11.4815475,11.0
8671,M,1.575,1.2375,0.425,38.838815,12.09106175,6.76135575,13.324265,15.0
8672,F,1.5625,1.225,0.4,34.8415355,15.422128,7.0023265,9.355335,11.0
8673,M,1.6375,1.3125,0.375,36.38658325,16.82542825,8.3064035,8.50485,9.0
8674,I,0.825,0.6375,0.2125,4.86193925,1.871067,0.97805775,1.70097,7.0
8675,M,1.3375,1.025,0.35,21.659018,11.49572225,4.63514325,6.0951425,8.0
8676,M,1.5875,1.2625,0.4,35.6920205,17.78931125,6.93145275,8.50485,10.0
8677,M,0.8875,0.65,0.2375,6.08096775,2.721552,1.31825175,1.984465,8.0
8678,I,0.7875,0.5875,0.1875,4.3941725,1.8427175,1.1056305,1.417475,6.0
8679,F,1.525,1.175,0.4,28.0943545,12.62970225,6.6621325,8.3631025,11.0
8680,F,1.425,1.1625,0.3875,29.97959625,12.20445975,6.36446275,8.0796075,12.0
8681,M,1.7375,1.375,0.4875,49.68249875,21.262125,10.8578585,12.8990225,11.0
8682,F,1.4875,1.175,0.375,30.8159065,12.643877,6.36446275,10.77281,13.0
8683,F,1.375,1.0875,0.35,24.8058125,11.0846545,6.25106475,6.180191,9.0
8684,I,1.2,0.9625,0.3125,16.9813505,8.4198015,3.86970675,4.5642695,9.0
8685,M,1.2,0.95,0.325,14.2030995,5.443104,3.2601925,4.3941725,11.0
8686,F,1.4375,1.1125,0.375,26.365035,11.679994,6.180191,7.5126175,13.0
8687,I,0.75,0.55,0.2,3.81300775,1.60174675,0.80796075,1.190679,6.0
8688,I,1.1,0.8625,0.275,12.74310025,5.6982495,2.5231055,3.40194,8.0
8689,M,1.35,1.0625,0.3875,24.67823975,12.51630425,4.57844425,6.23689,9.0
8690,M,1.2125,0.925,0.3125,16.51358375,7.3992195,4.1673765,4.706017,8.0
8691,F,1.5625,1.225,0.4125,30.1922175,13.154168,6.690482,8.3631025,8.0
8692,F,1.2125,0.925,0.3,17.0380495,8.60407325,4.12485225,3.8271825,9.0
8693,F,1.175,0.875,0.325,14.4865945,5.68407475,3.27436725,4.9611625,8.0
8694,M,1.5875,1.2625,0.4375,36.7693015,17.78931125,8.391452,9.6104805,9.0
8695,M,1.5,1.1875,0.325,29.8520235,12.57300325,6.690482,8.788345,11.0
8696,F,1.7125,1.3,0.4375,42.297454,20.36911575,9.11436425,10.6310625,10.0
8697,F,1.55,1.2125,0.4375,39.22153325,22.80717275,8.4198015,11.056305,12.0
8698,M,1.6125,1.2,0.4,35.33765175,17.73261225,8.3631025,9.922325,9.0
8699,F,1.5625,1.25,0.3625,34.9549335,13.494362,7.087375,11.056305,19.0
8700,I,1.0375,0.775,0.2125,7.18659825,3.061746,1.51669825,2.324659,9.0
8701,M,1.3875,1.075,0.4125,26.365035,12.00601325,6.22271525,6.6621325,8.0
8702,F,1.3875,1.1125,0.3375,26.0531905,11.8784405,6.180191,7.37087,9.0
8703,I,1.3125,1.0375,0.4,20.638436,7.1724235,3.8838815,7.37087,10.0
8704,M,1.5625,1.225,0.3875,31.18445,13.5227115,7.01650125,8.3631025,10.0
8705,I,0.6375,0.4625,0.1625,2.0128145,0.97805775,0.396893,0.7087375,4.0
8706,F,1.6125,1.3125,0.475,43.1762885,18.653971,9.241937,12.757275,11.0
